Vnum	Name	Rank	Type	BattleType	Level	ScalePct	Size	AiFlags0	AiFlags1	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	SungMaSt	SungMaDx	SungMaHt	SungMaIq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	SungMaExp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistFist	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistClaw	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	ResistBleeding	AttElec	AttFire	AttIce	AttWind	AttEarth	AttDark	ResistDark	ResistIce	ResistEarth	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive	SpHeal	SpRAtkSpeed	SpRCastSpeed	SpRHPRegen	HitRange
142	???? ??	S_KNIGHT	MONSTER	TANKER	26	100		AGGR		0	ANIMAL	CURSE	0	bear	0	37	19	28	9	0	0	0	0	62	76	2342	4	12	0	0	1260	0	31	100	120	100	2000	175	30072	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
143	???? ???	KNIGHT	MONSTER	POWER	24	100		AGGR		0	ANIMAL	CURSE	0	tiger	0	28	38	19	9	0	0	0	0	52	79	1342	6	12	0	0	582	0	29	100	120	100	2000	175	30038	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
144	???? ??	S_KNIGHT	MONSTER	POWER	29	100		AGGR		0	ANIMAL	CURSE	0	tiger	0	39	30	20	10	0	0	0	0	53	98	2685	9	22	0	0	1404	0	34	100	120	100	2000	175	30023	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
151	?? ???? ??	S_KNIGHT	MONSTER	MELEE	9	100				0	ANIMAL		0	wolf	0	14	8	16	4	0	0	0	0	33	41	450	6	5	0	0	100	0	15	80	100	25	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
152	?? ???? ??	S_KNIGHT	MONSTER	MELEE	16	100				0	ANIMAL		0	wolf	0	23	24	12	6	0	0	0	0	45	55	800	8	10	0	0	200	0	25	80	130	25	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
153	?? ??? ??	S_KNIGHT	MONSTER	MELEE	10	100				0	ANIMAL		0	wild_boar	0	22	9	13	4	0	0	0	0	35	43	600	6	5	0	0	120	0	15	80	100	30	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
154	?? ??	S_KNIGHT	MONSTER	POWER	21	100				0	ANIMAL		0	bear	0	35	15	23	8	0	0	0	0	54	66	1000	8	10	0	0	220	0	26	100	100	40	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
155	?? ??	S_KNIGHT	MONSTER	POWER	24	100		AGGR		0	ANIMAL		0	tiger	0	25	17	45	9	0	0	0	0	59	72	1200	15	20	0	0	250	0	29	100	130	50	2000	175	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
171	??? ??	PAWN	MONSTER	MELEE	1	100				0	ANIMAL		0	stray_dog	0	3	6	5	2	0	0	0	0	24	29	101	6	7	0	0	11	0	4	100	100	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
172	??? ??	PAWN	MONSTER	MELEE	3	100				0	ANIMAL		0	wolf	0	4	9	7	2	0	0	0	0	28	34	129	6	7	0	0	27	0	6	100	100	25	2000	175	30028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
173	??? ????	PAWN	MONSTER	MELEE	4	100				0	ANIMAL		0	wolf	0	8	5	10	3	0	0	0	0	30	36	145	6	7	0	0	36	0	7	100	130	25	2000	175	30069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
174	??? ????	PAWN	MONSTER	MELEE	6	100				0	ANIMAL		0	wolf	0	9	12	6	3	0	0	0	0	30	46	180	6	7	0	0	53	0	9	100	100	25	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
175	??? ?? ????	PAWN	MONSTER	MELEE	9	100				0	ANIMAL		0	wolf	0	14	8	16	4	0	0	0	0	40	49	238	6	7	0	0	78	0	13	80	100	25	2000	175	30027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
176	??? ????	PAWN	MONSTER	MELEE	13	100				0	ANIMAL		0	wolf	0	21	21	10	5	0	0	0	0	48	59	329	6	7	0	0	111	0	17	100	100	25	2000	175	30070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
177	??? ?? ????	S_PAWN	MONSTER	MELEE	16	100				0	ANIMAL		0	wolf	0	23	24	12	6	0	0	0	0	54	66	491	6	12	0	0	164	0	20	80	130	25	2000	175	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
178	??? ???	PAWN	MONSTER	MELEE	7	100				0	ANIMAL		0	wild_boar	0	14	7	10	3	0	0	0	0	36	44	198	6	7	0	0	61	0	11	80	100	30	2000	175	30004	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
179	??? ?? ???	S_PAWN	MONSTER	MELEE	10	100				0	ANIMAL		0	wild_boar	0	22	9	13	4	0	0	0	0	42	52	311	3	7	0	0	103	0	14	80	100	30	2000	175	30003	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
180	??? ?	PAWN	MONSTER	POWER	12	100				0	ANIMAL		0	bear	0	20	10	20	5	0	0	0	0	47	56	305	6	7	0	0	103	0	16	100	70	40	2000	175	30010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
181	??? ???	S_PAWN	MONSTER	TANKER	15	100				0	ANIMAL		0	bear	0	14	17	34	6	0	0	0	0	53	64	458	6	7	0	0	154	0	19	100	100	40	2000	175	30071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
182	??? ???	PAWN	MONSTER	POWER	19	100				0	ANIMAL		0	bear	0	36	14	21	7	0	0	0	0	60	74	499	6	7	0	0	270	0	24	100	100	40	2000	175	30053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
183	??? ??	S_PAWN	MONSTER	POWER	21	100				0	ANIMAL		0	bear	0	35	15	23	8	0	0	0	0	65	79	676	6	12	0	0	357	0	26	100	100	40	2000	175	30072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
184	??? ???	PAWN	MONSTER	POWER	18	100				0	ANIMAL		0	tiger	0	18	20	27	7	0	0	0	0	59	72	468	6	12	0	0	256	0	22	100	100	50	2000	175	30038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
185	??? ??	S_PAWN	MONSTER	POWER	24	100		AGGR		0	ANIMAL		0	tiger	0	25	17	45	9	0	0	0	0	71	86	805	10	22	0	0	407	0	29	100	130	50	2000	175	30023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1.0	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
191	???	S_KNIGHT	MONSTER	MELEE	30	100				0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	mountain_dog_god	0	39	20	30	10	0	0	0	0	52	96	2940	4	12	0	0	2420	0	35	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
192	??	S_KNIGHT	MONSTER	MELEE	31	100				0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	wild_boar_god	0	30	20	41	10	0	0	0	0	68	84	3069	14	17	0	0	2500	0	37	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
193	??	S_KNIGHT	MONSTER	TANKER	33	100				0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	bear	0	32	22	43	11	0	0	0	0	72	88	3385	19	22	0	0	2660	0	39	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
194	??	S_KNIGHT	MONSTER	POWER	35	100				0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	tiger	0	23	45	34	11	0	0	0	0	67	100	3616	24	27	0	0	2820	0	41	100	140	100	2000	175	0	0	0	0	0	3	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
301	????	PAWN	MONSTER	MELEE	18	100				0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	0	0	0	0	49	60	613	6	5	0	0	365	0	22	100	120	35	2000	175	30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
302	????	PAWN	MONSTER	RANGE	20	100				0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	0	0	0	0	46	70	506	6	7	0	0	405	0	25	60	130	35	2000	650	30031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
303	???? ??	S_PAWN	MONSTER	MELEE	25	100				0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	0	0	0	0	47	88	1115	8	12	0	0	848	0	30	100	120	35	2000	175	30011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
304	???? ??	S_PAWN	MONSTER	MELEE	25	100		AGGR		0	HUMAN	SLOW	0	bkknight	0	35	26	18	9	0	0	0	0	61	74	1115	8	12	0	0	848	0	30	100	120	35	2000	175	30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
331	???? ??	S_PAWN	MONSTER	MELEE	18	100		AGGR		0	HUMAN	SLOW	0	bksoldier	0	27	20	13	7	0	0	0	0	56	69	1450	12	7	0	0	558	0	22	110	120	35	2000	150	30034	0	0	0	0	0	10	10	0	0	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
332	???? ??	S_PAWN	MONSTER	RANGE	20	100		AGGR		0	HUMAN	SLOW	0	bkarcher	0	22	29	15	7	0	0	0	0	53	80	1622	12	7	0	0	606	0	25	70	130	35	2000	650	30031	0	0	0	0	0	10	10	0	0	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
